"PSC.0228"	"PSC.0187"	"PSC.0188"	"PSC.0174"	"PSC.0190"	"PSC.0231"	"PSC.0230"	"PSC.0219"	"PSC.0177"	"PSC.0186"	"PSC.0209"	"PSC.0203"
"g22937.t2"	0	0	196	0	0	26	393	0	43	44	0	73
"g9165.t1"	10	13	0	3	0	0	0	0	6	18	0	0
"g10615.t1"	229	287	341	374	216	350	957	598	624	1176	724	805
"g7366.t1"	433	445	1255	166	276	198	2808	2026	4816	1794	4253	2963
"g7366.t2"	17	9	129	78	9	23	1158	246	857	41	673	349
"g12665.t2"	22	318	162	18	0	53	202	134	33	44	28	19
"g6090.t1"	45	9	10	58	9	33	46	16	10	14	40	27
"g12665.t1"	73	0	0	0	0	73	0	0	0	0	0	41
"g23212.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g16029.t1"	0	0	0	0	5	0	2	0	0	0	0	0
"g1019.t1"	3749	3889	3234	3595	3210	3547	2654	2125	2095	1980	2423	1694
"g22935.t1"	52	69	81	23	21	26	185	100	85	148	63	66
"g8911.t1"	18	0	11	10	0	0	71	18	39	25	23	17
"g12667.t1"	126	77	93	72	43	116	118	61	80	135	222	90
"g18461.t1"	230	92	120	40	86	144	175	87	94	112	55	113
"g9167.t2"	1	0	0	0	0	0	0	0	0	0	0	0
"g9167.t1"	174	270	283	91	139	178	1229	728	595	999	941	641
"g14118.t1"	261	253	426	133	106	196	1527	845	670	995	1067	1044
"g22602.t1"	88	22	8	20	10	29	81	93	41	86	30	39
"g16555.t2"	0	0	5	65	7	0	1	0	0	0	0	0
"g16555.t3"	0	0	0	0	0	0	0	0	0	0	0	0
"g67.t2"	0	0	468	92	0	684	1807	0	541	773	0	0
"g67.t1"	215	488	45	106	279	32	1699	1460	169	761	1103	1689
"g4770.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g10752.t1"	286	702	106	0	3	24	10	6	18	10	0	24
"g18371.t1"	26	51	35	66	20	32	143	181	115	197	93	144
"g65.t1"	325	550	594	252	295	697	3723	1454	819	1493	1188	1784
"g17280.t1"	0	3	10	0	0	114	0	8	19	0	0	20
"g12184.t1"	378	394	251	191	98	198	311	242	214	324	190	304
"g19708.t1"	0	0	0	0	0	0	14	10	10	22	0	18
"g214.t1"	5	6	0	1	0	0	0	10	0	5	0	0
"g18373.t1"	356	410	383	616	150	231	375	229	530	379	388	318
"g1078.t1"	721	1404	748	357	15	1923	1034	45	90	8	105	443
"g20816.t1"	166	188	127	145	55	91	229	150	165	114	155	104
"g20736.t1"	2	7	1	1	1	0	2	4	6	2	0	6
"g3223.t1"	100	116	45	105	44	60	221	127	146	167	70	175
"g669.t1"	0	0	0	7	0	0	0	0	0	0	0	8
"g4791.t1"	206	48	269	25	0	35	84	17	9	12	0	224
"g12186.t1"	11	6	3	4	49	5	10	5	3	1	24	16
"g6347.t1"	329	36	27	9	0	0	5	0	0	6	0	0
"g10447.t1"	71	74	71	31	40	85	103	41	25	62	36	70
"g4004.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g23656.t1"	85	291	213	163	66	42	238	154	160	180	149	138
"g19661.t1"	31	120	6	0	2	5	17	7	0	0	0	0
"g1339.t1"	335	15	225	0	131	923	628	318	333	630	1308	409
"g11130.t1"	16	23	17	0	0	17	40	17	0	36	0	15
"g19586.t1"	367	559	455	268	119	405	1023	618	446	611	442	725
"g8517.t1"	750	784	624	722	270	488	872	628	528	755	490	516
"g23500.t1"	72	65	50	103	66	48	215	107	74	70	99	120
"g6215.t1"	1314	76	521	2665	1240	787	1086	27	12	400	456	552
"g17393.t1"	547	386	450	888	582	328	764	496	484	471	308	387
"g11132.t1"	0	32	12	0	0	3	6	7	0	9	0	15
"g8515.t1"	14	24	18	5	0	11	16	0	8	14	0	0
"g23502.t1"	103	141	84	81	43	39	348	192	131	176	144	121
"g271.t1"	74	115	66	37	7	68	93	33	8	17	0	50
"g271.t2"	0	0	0	0	0	145	0	0	0	0	0	0
"g6899.t1"	2	0	0	13	0	0	3	39	0	0	0	5
"g22876.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12322.t1"	120	64	61	31	84	81	26	13	61	14	29	11
"g15159.t1"	1648	1121	1110	1560	1813	1624	1426	1174	1315	902	772	916
"g17828.t1"	3	34	11	0	0	0	9	10	0	0	0	8
"g1061.t1"	58203	12961	7482	452	79245	32932	317	463	587	247	226	272
"g6092.t1"	1783	702	1038	445	2199	1627	733	564	298	796	181	428
"g4467.t1"	214	175	227	139	87	96	316	220	215	245	98	267
"g20871.t1"	20	23	58	39	40	74	95	146	70	101	37	75
"g20380.t1"	247	84	98	5	9	0	405	2338	1504	140	447	2399
"g3390.t1"	73	111	91	53	14	63	138	126	178	136	279	105
"g8452.t1"	36	7	77	23	8	28	93	61	63	68	72	25
"g16398.t1"	0	0	3	0	0	2	39	0	0	0	0	0
"g2968.t1"	201	175	130	245	67	84	308	194	197	258	271	202
"g4793.t1"	0	0	0	0	0	0	0	0	0	9	0	0
"g6894.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g9577.t1"	0	1	0	0	0	1	0	0	0	0	0	0
"g4465.t1"	7	49	624	7	21	1560	0	29	29	18	230	24
"g5206.t1"	627	801	732	1028	108	136	6491	5008	392	3744	5427	1264
"g3392.t1"	455	636	443	855	172	192	1114	802	843	990	976	1020
"g15904.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g16375.t1"	9	0	0	0	0	0	20	0	0	0	0	0
"g16375.t2"	0	0	0	0	0	0	8	0	0	0	0	0
"g10766.t1"	1554	1023	1089	860	1500	1749	754	626	722	609	940	430
"g9838.t1"	36	30	28	0	0	0	67	19	8	48	36	80
"g22103.t1"	12	22	14	0	0	0	53	0	0	4	0	0
"g5709.t1"	636	557	406	373	486	580	371	246	260	381	179	365
"g15105.t2"	20	17	0	0	0	0	9	11	0	5	0	0
"g9688.t1"	345	472	1815	340	47	752	2943	1975	2069	1816	1875	1995
"g12337.t1"	48	116	108	16	51	26	188	114	115	178	21	176
"g22886.t1"	113	160	232	67	82	113	124	228	88	106	73	77
"g1454.t1"	569	727	628	282	239	414	1270	684	592	944	956	914
"g16110.t1"	34799	23038	20507	124007	36939	15580	61326	8413	26699	25097	16817	22508
"g2815.t1"	473	206	338	193	111	102	394	207	247	194	168	170
"g18463.t1"	334	166	174	389	161	138	348	257	148	182	101	152
"g6714.t1"	15199	6438	7401	17220	9069	6684	28373	26541	35637	24750	28844	19723
"g23243.t1"	272	197	229	516	115	182	601	565	749	501	994	393
"g3063.t1"	26	48	17	0	4	0	94	80	49	109	13	102
"g1456.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g6942.t1"	0	0	1	0	0	0	0	0	0	0	0	0
"g6942.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g6942.t3"	0	0	1	2	0	0	3	2	60	3	0	1
"g281.t1"	0	14	0	0	0	0	0	0	0	0	0	0
"g6687.t1"	14	13	0	0	0	52	0	0	0	6	0	0
"g15742.t1"	40	82	7	0	0	25	9	0	0	0	0	0
"g23241.t1"	112	216	76	86	36	85	273	214	171	359	80	256
"g10667.t1"	88	49	78	5	21	81	151	117	83	62	13	31
"g17075.t1"	16	0	40	0	0	0	24	10	15	6	0	48
"g17038.t1"	235	121	236	39	25	128	337	142	184	329	256	378
"g20755.t1"	198	465	154	78	93	163	247	129	101	228	137	236
"g1524.t2"	47	0	42	59	92	17	27	8	14	0	0	0
"g1524.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g11305.t1"	0	0	0	0	0	0	0	3	0	0	0	0
"g5811.t1"	1573	1413	1399	1225	780	1077	2417	2647	2136	2033	2693	1969
"g22336.t1"	15	0	14	13	24	50	10	23	0	5	9	33
"g651.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g8175.t1"	7	20	0	0	0	0	54	0	40	44	0	0
"g8093.t1"	271	304	979	89	510	182	51	32	8	9	27	8
"g11277.t1"	28686	8547	13491	240	31993	61959	155	106	53	24	138	183
"g1526.t1"	356	13	291	37	0	418	8	83	19	16	0	0
"g18224.t1"	230	258	182	123	62	76	243	127	245	208	143	100
"g1526.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g5813.t1"	175	182	245	189	122	133	171	135	336	129	64	109
"g22874.t1"	0	2	0	2	0	0	0	0	0	0	0	0
"g23162.t1"	0	3	0	0	0	0	0	0	0	0	0	0
"g4381.t1"	3	0	0	0	0	0	0	0	0	0	0	0
"g18754.t1"	2517	2247	2344	4854	2543	2215	2054	1852	2333	2236	2453	1639
"g2503.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g11275.t1"	20229	6253	12362	204	23139	54671	175	95	42	25	110	132
"g14950.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12335.t1"	16	63	0	0	0	0	0	0	0	0	30	0
"g1199.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g2410.t1"	561	223	331	446	368	375	685	473	426	488	355	422
"g19794.t1"	571	522	747	487	336	523	881	639	389	623	490	274
"g6476.t1"	437	247	268	310	75	121	799	637	424	472	413	820
"g20555.t1"	21	9	18	0	0	0	45	30	26	25	34	30
"g1499.t1"	77	160	175	220	33	69	393	342	303	339	297	220
"g21486.t1"	204	153	181	73	74	70	163	52	88	76	10	142
"g13797.t1"	375	2734	282	7	24	180	10	101	28	16	0	108
"g19879.t5"	11	0	3	0	0	1	22	0	4	9	0	21
"g8237.t1"	45	47	33	5	16	23	1	34	3	0	0	7
"g19879.t3"	0	0	0	0	0	0	0	0	0	0	0	0
"g15740.t1"	208	92	171	43	27	131	860	573	311	766	357	635
"g6940.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g20078.t1"	223	224	309	483	152	176	535	234	317	448	672	350
"g11163.t1"	8701	3521	7493	6318	6012	11556	7784	5865	5331	5953	6448	4664
"g4550.t1"	52	18	25	10	0	12	83	54	34	8	0	46
"g201.t1"	1415	3788	1139	379	152	881	805	528	526	422	279	446
"g8235.t1"	157	162	137	194	121	109	142	91	142	166	137	123
"g7899.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g3629.t1"	6	11	21	35	0	24	12	0	12	6	0	2
"g16032.t1"	20	88	45	39	0	20	103	36	49	61	102	49
"g9872.t1"	209	69	174	441	226	208	2260	1339	1196	3010	2033	1609
"g11161.t1"	393	319	345	50	525	756	426	70	51	105	145	273
"g499.t1"	135	21	123	19	0	20	60	0	5	0	33	69
"g13897.t1"	6	2	0	0	2	0	0	0	2	0	0	0
"g20591.t2"	0	0	0	0	0	26	0	0	0	0	0	0
"g21149.t1"	0	0	0	0	0	0	0	0	0	0	10	0
"g23160.t1"	243	772	792	176	113	379	291	534	503	677	433	413
"g13910.t1"	121	65	87	21	43	50	173	77	35	61	45	169
"g18217.t1"	25	77	83	20	24	78	129	72	57	156	56	98
"g10895.t1"	404	858	410	238	146	214	696	432	216	666	462	458
"g8567.t1"	8	126	1036	6	14	1593	7	4	31	5	41	65
"g9575.t1"	0	3	0	0	0	0	0	0	0	0	0	0
"g17991.t1"	358	570	463	176	149	362	730	370	260	567	213	435
"g20461.t1"	298	564	576	167	101	157	769	666	342	775	581	574
"g3251.t1"	6192	4252	2675	7194	6717	2382	1152	1780	653	941	548	743
"g22128.t1"	7	0	8	0	0	0	14	4	0	0	0	1
"g3751.t1"	59	63	37	40	20	21	125	100	61	128	117	81
"g10897.t1"	109	153	146	148	34	98	259	434	337	269	293	178
"g18424.t1"	34	199	43	91	11	85	268	197	103	231	165	131
"g19339.t1"	182	174	262	217	55	68	856	682	606	502	768	658
"g19888.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2501.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g15151.t1"	22230	9276	10096	8371	9008	8033	8103	3665	5596	3534	4665	3030
"g3753.t1"	92	120	107	18	23	18	110	101	38	120	13	51
"g13874.t1"	9	0	0	3	0	0	0	0	0	0	0	0
"g3253.t1"	59	386	91	82	0	63	49	196	55	59	159	62
"g18722.t1"	177	83	128	31	108	265	7	15	14	6	0	5
"g11862.t1"	3049	2248	3631	4183	2059	3257	3674	3708	5026	2368	2209	2811
"g12826.t1"	128	139	137	135	81	140	40	29	177	52	98	53
"g6588.t1"	10	7	9	2	0	3	5	0	0	0	0	11
"g3230.t1"	19	0	12	0	7	0	8	0	0	0	0	0
"g23444.t2"	128	91	57	0	0	0	193	149	18	125	0	160
"g11860.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19003.t1"	444	130	315	484	67	186	950	423	372	608	502	377
"g6399.t4"	2091	1034	1364	654	1778	2406	883	727	864	363	817	595
"g6399.t2"	481	312	147	0	18	0	44	144	187	61	142	74
"g6399.t3"	481	315	0	138	256	124	154	0	17	0	0	234
"g6399.t1"	808	279	1039	604	2251	2678	101	224	193	82	247	79
"g18150.t1"	0	4	0	0	0	0	0	0	0	0	0	2
"g12824.t1"	1	0	0	0	0	0	0	0	0	0	0	0
"g10665.t1"	193	281	419	46	23	436	703	180	227	508	211	170
"g10542.t2"	42	51	0	61	24	33	38	70	150	22	313	0
"g10542.t1"	0	0	50	0	10	0	328	143	0	293	25	169
"g17989.t1"	10	7	6	0	4	1	19	20	4	7	0	16
"g24024.t1"	936	2345	513	16	199	773	120	80	76	71	65	42
"g20692.t1"	38	32	26	21	8	32	79	36	52	42	66	51
"g17993.t1"	20	34	14	5	9	0	23	13	0	19	0	0
"g2667.t1"	0	0	0	0	0	0	0	0	0	0	0	4
"g15065.t1"	161	89	99	176	35	64	376	261	260	369	132	192
"g17798.t1"	83	204	82	9	0	86	62	31	60	37	0	25
"g6227.t1"	206	293	322	102	74	426	359	260	212	314	174	211
"g21316.t1"	21	12	15	23	2	39	117	24	38	61	26	25
"g341.t1"	155	227	127	30	74	101	244	154	126	257	247	189
"g15869.t2"	687	792	1444	14	29	1964	337	187	187	226	293	191
"g15869.t1"	133	0	153	5	64	0	33	0	9	0	0	22
"g1072.t1"	54	70	92	56	27	29	266	126	90	152	197	119
"g19961.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13547.t1"	144	119	178	124	32	142	1208	398	385	388	333	217
"g11585.t1"	3160	1467	1626	1707	1849	1807	1248	991	1339	870	1174	921
"g21314.t1"	19	23	20	6	5	41	55	17	35	17	3	36
"g4566.t1"	396	377	251	171	367	475	700	369	288	531	412	435
"g6225.t1"	155	35	13	12	11	11	265	26	27	72	0	8
"g9345.t1"	21	7	0	10	9	0	0	21	0	12	0	8
"g14133.t1"	185	180	229	16	15	101	160	118	67	34	0	206
"g2394.t1"	10	0	18	4	0	0	43	34	0	60	36	29
"g18241.t1"	16	27	4	0	0	0	0	0	0	0	0	0
"g4670.t1"	19	11	16	0	0	12	60	33	28	78	0	32
"g5773.t1"	0	14	0	0	0	0	0	0	0	0	0	0
"g542.t1"	148	102	231	211	76	126	313	310	347	257	242	314
"g8898.t1"	18	15	5	2	0	0	0	0	2	4	0	6
"g24166.t1"	87	117	206	88	74	109	356	166	178	239	96	135
"g11881.t1"	468	405	586	481	349	407	730	585	626	722	264	454
"g339.t1"	113	263	866	119	65	415	1501	1039	772	1217	1229	772
"g9612.t1"	0	0	0	0	2	0	23	0	0	0	0	0
"g15339.t1"	161	280	108	99	58	125	434	158	102	270	118	293
"g9870.t1"	340	190	306	225	539	437	202	162	144	135	186	97
"g11607.t1"	44	53	34	3	6	11	134	192	71	104	47	6
"g11607.t2"	22	12	18	98	40	13	39	96	163	86	186	123
"g17032.t1"	0	0	0	5	0	0	0	0	0	0	0	0
"g13912.t1"	12	24	12	16	3	18	34	22	10	40	57	14
"g23125.t1"	193	243	238	136	73	129	654	543	404	515	174	457
"g15188.t1"	0	0	0	0	0	0	0	0	0	5	0	0
"g7655.t1"	140	317	197	40	73	214	119	75	40	33	93	54
"g11883.t1"	22	0	5	0	0	7	8	5	0	5	20	0
"g8802.t1"	0	5	19	9	3	3	16	40	104	75	27	22
"g8802.t2"	0	6	0	8	0	3	13	6	13	12	0	0
"g663.t1"	0	0	0	0	0	0	0	0	0	0	4	0
"g19060.t1"	644	544	263	152	270	227	399	288	221	321	346	341
"g17030.t1"	241	466	377	189	148	225	671	629	449	716	463	592
"g8827.t1"	0	14	0	5	0	0	0	6	0	0	0	0
"g11605.t1"	12	6	0	0	0	0	0	0	0	0	0	0
"g22168.t1"	9645	1866	2112	1769	13507	3275	544	333	434	421	512	555
"g23615.t1"	407	983	253	100	78	124	455	191	411	345	280	375
"g13545.t1"	0	42	16	25	0	0	89	46	30	66	108	0
"g11587.t1"	1093	732	711	1043	641	897	1027	947	1023	1292	704	881
"g3054.t1"	74	11	21	41	0	2	57	5	6	25	12	35
"g4564.t1"	0	5	10	7	0	0	15	25	9	0	0	0
"g661.t1"	2601	4098	1776	2037	1757	1962	1698	1181	1994	1138	2104	1173
"g7044.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g8825.t1"	0	8	9	0	0	4	31	13	5	0	0	64
"g3690.t1"	146	143	172	84	67	88	469	273	260	443	158	402
"g12945.t1"	0	8	10	7	4	10	57	22	55	31	0	12
"g5820.t1"	299	226	263	281	211	100	612	334	411	433	355	390
"g20578.t1"	42	48	421	18	6	364	0	9	77	6	0	16
"g15851.t1"	114	444	4	7	0	46	9	6	0	0	0	0
"g13229.t1"	2829	1892	1729	778	2479	1700	975	709	657	556	640	479
"g21648.t1"	0	0	0	1	0	0	0	0	0	0	0	0
"g12947.t1"	0	2	5	0	0	0	4	0	0	5	0	0
"g10825.t2"	1310	2376	567	1	31	601	270	0	0	344	0	772
"g10825.t1"	2517	2487	3001	3848	2338	2027	4002	3230	4788	2450	2342	1776
"g6098.t1"	0	0	0	1	0	0	0	0	0	0	0	0
"g1601.t1"	4	0	3	6	0	6	0	2	0	10	11	0
"g11628.t1"	1945	1166	1842	1676	2012	2137	2490	1657	1094	1645	1301	1960
"g5822.t1"	13	54	28	0	0	25	11	10	13	25	44	4
"g8557.t1"	344	213	291	115	89	99	794	371	621	325	207	155
"g21811.t1"	30	44	53	13	18	29	320	112	55	186	79	140
"g15147.t1"	19	35	77	81	7	93	168	116	136	235	44	172
"g7657.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21838.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21996.t1"	5	34	46	1	0	0	9	0	15	6	33	41
"g17820.t1"	0	17	0	0	0	12	0	0	15	0	0	0
"g23885.t1"	81	91	103	96	33	56	244	125	136	163	102	117
"g12136.t1"	4	31	0	0	0	2	0	9	0	0	0	4
"g23341.t1"	932	838	524	554	680	716	424	300	344	359	607	432
"g1493.t2"	5	31	0	16	0	0	318	9	0	0	0	213
"g1493.t1"	94	41	68	57	0	14	64	28	20	8	43	156
"g21015.t1"	0	0	0	4	7	0	0	0	0	0	0	4
"g13536.t1"	297	322	278	237	147	181	549	382	249	463	273	234
"g4778.t1"	197	107	180	227	165	93	311	198	296	292	318	120
"g3692.t1"	692	766	589	242	654	610	863	484	805	804	1518	1963
"g3692.t3"	561	687	758	703	0	542	1943	2094	1084	1414	765	0
"g3692.t2"	154	641	0	0	31	0	345	0	455	0	0	138
"g12048.t1"	105	140	223	152	28	143	852	441	283	686	323	355
"g10758.t1"	58	49	268	25	6	276	1231	97	62	30	131	389
"g1070.t1"	99	77	77	222	21	53	80	47	259	54	74	58
"g15975.t2"	0	68	0	0	0	54	0	0	100	56	0	48
"g768.t1"	2	6	6	1	0	3	24	10	5	5	4	9
"g725.t1"	0	6	3	2	5	6	10	5	0	0	0	2
"g3677.t1"	0	0	0	0	0	0	0	0	2	0	0	0
"g1930.t1"	12	0	0	0	3	0	11	0	0	0	0	0
"g2825.t1"	16	12	7	8	8	12	36	54	10	44	86	13
"g9915.t1"	26	134	89	11	0	40	126	74	38	70	80	92
"g23931.t1"	0	0	0	0	4	0	0	0	0	0	0	0
"g8578.t1"	570	248	339	20	174	26	144	37	33	33	72	83
"g15485.t1"	0	0	0	0	0	0	1	0	0	0	0	0
"g2719.t1"	0	10	7	0	0	10	10	0	14	14	0	0
"g13211.t1"	1	0	0	0	0	0	0	0	0	0	0	0
"g183.t1"	2	0	0	2	0	0	0	0	0	0	0	0
"g18339.t1"	1222	947	943	1495	1273	952	1519	963	1018	1168	770	897
"g20228.t1"	1666	13228	69820	137	535	67091	95	729	2828	464	1975	998
"g21017.t1"	146	76	120	159	72	33	563	320	173	370	103	234
"g10592.t1"	1	15	4	3	0	7	45	27	10	0	0	0
"g21450.t1"	82	46	73	0	32	107	329	109	80	213	0	157
"g17663.t1"	0	0	8	0	0	0	10	4	0	0	0	0
"g5889.t1"	77	180	166	170	76	109	305	185	200	264	184	235
"g6891.t1"	5	0	0	0	0	0	0	0	0	9	0	2
"g18185.t1"	357	332	389	178	201	224	428	287	242	398	438	351
"g181.t2"	411	547	572	346	509	787	649	236	140	403	348	331
"g181.t3"	0	0	0	0	0	0	0	0	0	0	0	0
"g181.t1"	21	0	0	0	0	0	28	0	0	0	0	0
"g15017.t1"	8	6	1	0	0	0	0	0	0	0	0	0
"g21340.t1"	55	49	12	0	0	4	16	0	0	0	0	0
"g11084.t3"	60	33	60	53	78	54	211	196	85	142	65	258
"g16654.t1"	0	0	0	1	0	0	0	0	0	0	0	0
"g4678.t1"	395	153	191	122	130	95	173	72	62	101	118	130
"g14381.t1"	126	244	129	9	0	61	153	25	21	43	0	165
"g14381.t2"	0	0	0	0	0	0	0	0	4	5	0	0
"g17339.t1"	0	0	0	0	0	0	6	0	0	4	0	0
"g16656.t1"	5	0	0	5	0	4	0	147	0	3	0	0
"g15487.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12092.t1"	0	7	0	0	0	25	55	16	0	7	0	101
"g16724.t1"	362	495	930	508	187	1318	252	415	301	381	266	345
"g5701.t1"	91	31	46	39	9	28	163	111	120	131	64	89
"g23772.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g16726.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g7849.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g8690.t1"	17	53	16	0	0	11	11	0	4	0	0	22
"g6893.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12466.t1"	109	84	153	89	20	57	175	101	266	181	110	76
"g22909.t1"	498	322	250	492	564	609	354	296	557	457	343	247
"g22909.t2"	1304	675	654	579	855	514	514	279	206	126	112	138
"g5703.t1"	1250	532	754	896	863	805	664	402	556	476	330	477
"g1904.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g1949.t1"	14	16	7	0	0	8	10	4	7	0	0	40
"g1115.t1"	0	13	3	0	0	0	16	6	0	0	0	4
"g12464.t1"	9	0	0	0	0	6	0	4	7	0	0	0
"g8692.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4225.t1"	56	21	135	73	7	0	35	40	13	372	0	143
"g4225.t2"	411	439	207	442	274	184	1203	810	584	618	797	818
"g4225.t3"	1	1	1	1	1	8	1	2	1	4	12	0
"g15653.t1"	86	19	19	0	18	0	40	14	0	0	60	19
"g19368.t1"	230	308	196	233	124	113	302	203	286	294	35	145
"g22152.t1"	4847	3846	4080	5112	2431	3085	8694	5739	5818	6889	5336	6325
"g5760.t1"	0	0	0	0	0	0	0	0	6	0	0	0
"g14383.t1"	5	25	31	0	0	0	115	157	72	99	117	74
"g11766.t1"	7	13	11	103	35	8	10	22	16	10	15	10
"g2608.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21087.t1"	0	0	0	0	8	0	0	0	0	0	0	0
"g16515.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4069.t1"	570	393	544	1089	271	344	1461	1183	1016	1069	1392	816
"g5494.t1"	51	44	21	15	2	178	0	13	11	0	0	18
"g17644.t1"	166	307	274	239	73	237	332	295	196	376	346	335
"g4917.t1"	576	770	574	403	116	107	682	612	556	394	399	630
"g13923.t1"	116	47	88	60	62	76	64	38	56	73	28	69
"g10029.t1"	23	67	41	97	70	38	168	137	141	161	44	103
"g749.t1"	0	0	0	0	0	0	2	0	0	0	0	0
"g9639.t1"	1429	1349	1159	832	1079	1930	1950	1181	1126	1637	2262	1372
"g17848.t1"	89	91	116	125	49	90	532	620	534	534	273	407
"g2418.t1"	96	41	19	25	0	9	313	21	33	103	28	55
"g23918.t1"	3	0	0	0	0	0	0	0	4	0	0	0
"g16948.t2"	43	0	6	3	9	0	40	0	0	3	1	21
"g21452.t1"	0	0	120	0	0	0	0	0	0	0	0	12
"g21452.t2"	508	1322	439	42	56	357	136	28	19	23	38	85
"g10151.t1"	0	0	0	0	2	2	1	0	1	1	0	1
"g15417.t1"	120	125	116	40	54	75	95	34	123	118	244	123
"g20070.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g14660.t1"	127	94	53	92	20	47	194	159	70	192	87	135
"g10153.t1"	51	154	42	0	0	40	19	15	10	12	0	37
"g9658.t1"	440	233	188	339	638	499	576	528	373	440	397	342
"g21085.t1"	0	0	0	0	5	0	0	0	0	0	0	0
"g3594.t1"	11	269	103	0	0	0	13	0	41	3	144	0
"g8099.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g5477.t1"	530	232	403	30	28	260	740	127	567	109	36	266
"g2439.t1"	6	8	2	4	0	14	9	0	4	0	0	0
"g23116.t1"	15	5	12	4	6	6	144	70	36	56	51	89
"g20072.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13918.t1"	734	525	475	1069	901	392	636	461	659	873	349	630
"g8648.t1"	0	0	0	0	0	0	0	4	0	0	28	0
"g4930.t2"	1	28	17	7	0	5	41	29	7	50	10	9
"g4930.t1"	16	106	12	8	5	40	171	107	70	100	85	38
"g1644.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g1644.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g23181.t1"	31	70	278	6	0	67	72	27	47	16	0	72
"g9119.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g310.t1"	0	0	0	0	0	0	0	0	0	6	0	0
"g762.t1"	320	591	400	42	40	465	224	116	35	83	201	114
"g5039.t1"	194	74	334	12	405	401	36	83	66	34	240	47
"g7629.t1"	0	0	0	0	0	0	12	0	0	0	0	0
"g15199.t1"	26	33	30	51	7	10	32	33	13	25	8	18
"g17929.t1"	7	0	64	5	0	51	16	12	5	19	8	7
"g20051.t1"	44	31	29	19	5	59	54	5	10	10	8	49
"g12090.t1"	45	98	262	6	0	204	53	64	7	0	82	0
"g2546.t1"	538	637	576	290	172	393	989	521	601	603	759	650
"g2264.t1"	91	23	42	77	27	8	275	247	141	226	457	79
"g2264.t2"	193	310	310	596	121	245	957	1545	1642	1462	1018	970
"g17692.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g1646.t1"	38	101	53	89	36	28	86	67	85	86	46	42
"g3007.t1"	401	235	222	338	349	139	304	187	164	307	175	151
"g9278.t1"	1	0	0	0	1	0	1	0	1	1	1	1
"g8437.t1"	433	909	280	150	358	459	88	118	1	15	19	13
"g22994.t1"	6	4	0	0	0	0	0	4	7	0	0	7
"g9680.t1"	48	43	26	37	11	15	136	138	127	179	111	132
"g4070.t1"	74	123	135	68	12	104	373	210	254	163	123	222
"g4080.t1"	9	11	38	3	0	20	64	36	23	22	40	4
"g760.t1"	330	198	276	347	88	178	568	422	345	343	331	372
"g15415.t1"	69	71	51	30	10	11	65	47	54	46	46	28
"g11992.t1"	0	0	0	0	0	0	24	0	0	0	0	0
"g14503.t1"	126	108	61	105	20	11	44	130	35	85	34	150
"g17224.t1"	7	8	0	0	0	4	19	9	6	36	36	0
"g22996.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g9641.t2"	35	0	39	72	10	10	414	427	234	187	124	161
"g9641.t1"	0	76	0	0	0	0	0	0	42	12	181	14
"g4072.t2"	1040	398	780	822	384	907	715	486	501	768	181	403
