geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession_ID	gene	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	GO_ID	biolodical_process	V4
g19065	38.2003948309023	-1.26454289574458	0.288671424512539	-4.38056138698154	1.18373937049878e-05	0.00761214065588655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g11256	16.9350145487032	6.77427523427658	1.4487465460009	4.67595608974957	2.9258721351805e-06	0.00303636683581496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3730	587.302397980345	-0.628842278713912	0.132080926859817	-4.76103774908644	1.92600015061738e-06	0.00212365591607449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g5607	250.22708089822	24.8292846921551	2.92872622685453	8.47784421243836	2.29404855876581e-17	4.04716046737464e-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g11097	243.231075212009	2.39837962711573	0.589137154491905	4.07100385509413	4.68109746831022e-05	0.0185962227769092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23158	41.2408265621182	3.89594214374131	0.796908053720578	4.88882265093452	1.01440830104576e-06	0.00127829937478923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g5067	8.64515633192544	6.16621831985071	1.10178817409195	5.59655518623865	2.18652743163353e-08	5.51067384983981e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g8557	267.378004548742	1.04136818628725	0.248613588477033	4.18870180293243	2.80554762559683e-05	0.0137487420029942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g12021	15302.2970149527	-1.77527547679833	0.472679253295406	-3.75577194137786	0.000172808003936984	0.0412882184449219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14335	61.7397088526814	-7.38069318096998	1.77433168100853	-4.1597032054203	3.18661404265054e-05	0.0147942749843265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g8484	19.1201523416284	4.36990746084401	1.18559275735912	3.68584189952194	0.000227947834063805	0.0490421425433372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14902	88.8216206869937	23.8182115061978	3.00351763243937	7.93010543668867	2.18959905470049e-15	1.2876302174342e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
